"scaled","CA11","CA12","CA13","CA14","CA15","CA16","CA17","CA18","CA19","CA20","CA21","CA22","CA23","CA24","CA25"
1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59743943837791,NA,NA
1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.791686490208144,NA,NA
1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557273472005729,NA,NA
1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882235169954852,NA,NA
1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497928510667604,NA,NA
1835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1837,NA,NA,NA,NA,NA,NA,NA,1.24955086160193,NA,NA,NA,0.209086430106846,NA,NA,NA
1838,NA,NA,NA,NA,NA,NA,NA,1.56092701179285,NA,NA,NA,NA,NA,NA,NA
1839,NA,NA,NA,NA,NA,NA,NA,1.51272138919998,NA,NA,NA,NA,NA,0.258156692365293,NA
1840,NA,NA,NA,NA,NA,NA,NA,1.2564670169698,NA,NA,NA,NA,NA,0.324176402444084,NA
1841,NA,NA,NA,NA,NA,NA,NA,0.694289143420902,NA,NA,NA,0.200669789420518,NA,0.36941354074562,0.659520073260443
1842,NA,NA,NA,NA,NA,NA,NA,0.53574144583791,NA,NA,NA,0.359623211342354,NA,0.306319061097546,0.356365292835059
1843,NA,NA,NA,NA,NA,NA,NA,0.365924733693235,NA,NA,NA,NA,NA,0.244227359523719,NA
1844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229495540386984,NA
1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,NA,NA,NA,NA,NA,NA,NA,0.320406774741745,NA,NA,NA,NA,NA,NA,NA
1849,NA,NA,NA,NA,NA,NA,NA,1.01933572721125,NA,0.643727350408512,NA,NA,NA,NA,NA
1850,NA,NA,NA,NA,NA,NA,NA,1.01933572721125,NA,0.747283479607146,NA,NA,NA,NA,0.259320449812892
1851,NA,NA,NA,NA,NA,NA,NA,1.03982049743471,NA,0.809445116436328,NA,NA,NA,NA,0.362941011582416
1852,NA,NA,NA,NA,NA,NA,NA,1.22985292026575,NA,0.835677588272215,NA,NA,NA,NA,0.501148104548838
1853,NA,NA,NA,2.18269492927393,NA,NA,NA,1.30553828056138,NA,0.879341638517673,NA,0.297416293969816,NA,NA,0.672113510492184
1854,NA,0.528170628794855,NA,1.41851943184038,NA,NA,NA,1.09458204453657,NA,0.867207912382757,NA,0.273508874830038,NA,NA,0.648906989712902
1855,NA,0.998529791327081,NA,2.0723562377272,NA,NA,NA,1.02048074558341,NA,0.855893629418749,NA,0.305560696099183,NA,NA,0.266499273321443
1856,NA,1.1485908706779,NA,NA,NA,NA,NA,0.847268717372289,NA,0.701977653695317,NA,0.305560696099183,NA,NA,0.270354830150242
1857,NA,1.1485908706779,NA,NA,NA,NA,NA,0.887790760433022,NA,0.655048785481703,NA,0.305560696099183,NA,NA,NA
1858,NA,1.2369440145762,NA,NA,NA,NA,NA,0.362313062434439,NA,0.331316347629607,NA,0.270046164497487,NA,NA,NA
1859,NA,1.2369440145762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1860,NA,0.518844842313185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861,NA,0.297226568339925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1862,NA,0.250210635713608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,NA,0.213182309833696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1864,NA,0.215979570015729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261336024176277,NA,NA,NA,NA
1880,NA,0.466562660359598,NA,NA,NA,0.21480088177101,NA,NA,NA,NA,0.397741808660887,NA,NA,NA,NA
1881,NA,0.548371394863739,NA,NA,NA,0.267239767382632,NA,NA,NA,NA,0.471997997353701,NA,NA,NA,NA
1882,NA,0.62547472381882,NA,NA,NA,0.240487886143867,NA,NA,NA,NA,0.755221505000193,NA,NA,NA,NA
1883,NA,0.62547472381882,NA,NA,NA,NA,NA,NA,NA,NA,0.747110332847466,NA,NA,NA,NA
1884,NA,0.346970027483139,NA,NA,NA,NA,NA,NA,NA,NA,0.661503940542028,NA,NA,NA,NA
1885,NA,0.255462849161071,NA,NA,NA,NA,NA,NA,NA,NA,0.399660744213846,NA,NA,NA,NA
1886,NA,0.24068400664762,NA,NA,NA,NA,NA,NA,NA,NA,0.233094566768884,NA,NA,NA,0.212176512325259
1887,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205628728893499,NA,NA,NA,NA,0.227069970112334
1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277056067234349,NA,NA,NA,NA,NA
1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394201574572906,NA,NA,NA,NA,NA
1890,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.455251266054513,NA,NA,NA,NA,NA
1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457492413940836,NA,NA,NA,NA,NA
1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436995288814581,NA,NA,NA,NA,NA
1893,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.290583275973764,NA,NA,NA,NA,NA
1894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1897,NA,NA,NA,NA,NA,0.217042076629032,NA,NA,NA,NA,NA,NA,NA,NA,NA
1898,NA,NA,NA,NA,NA,0.513992407567873,NA,NA,1.12874822312177,NA,NA,NA,NA,0.20574517141634,NA
1899,NA,NA,NA,NA,NA,0.283964247937674,NA,NA,1.1306744146288,NA,NA,NA,NA,0.206759256892685,NA
1900,NA,NA,NA,NA,NA,NA,NA,NA,1.17792360480507,NA,NA,NA,NA,0.232720555846083,NA
1901,NA,NA,NA,NA,NA,NA,NA,NA,1.14959094500429,NA,NA,NA,NA,0.211123033678203,NA
1902,NA,NA,NA,NA,NA,NA,NA,NA,1.1376568588418,NA,NA,NA,NA,NA,NA
1903,NA,NA,0.313162936150394,NA,NA,NA,NA,NA,1.05559729638803,NA,NA,NA,NA,NA,NA
1904,NA,NA,0.282412640089666,NA,NA,NA,NA,NA,0.827806884665267,NA,NA,NA,NA,NA,NA
1905,NA,NA,NA,NA,NA,NA,NA,NA,0.867473821760165,NA,NA,NA,NA,NA,NA
1906,NA,NA,NA,NA,NA,NA,NA,NA,0.721161317003119,NA,NA,NA,NA,NA,NA
1907,NA,NA,NA,NA,NA,NA,NA,NA,0.47829186735757,NA,NA,NA,NA,NA,NA
1908,NA,NA,NA,NA,NA,NA,NA,NA,0.272911442959602,NA,NA,NA,NA,NA,NA
1909,NA,NA,NA,NA,NA,NA,NA,NA,0.838830280912668,NA,NA,NA,NA,NA,NA
1910,NA,NA,NA,NA,NA,NA,NA,NA,0.760316204453111,NA,NA,NA,NA,NA,NA
1911,NA,NA,NA,NA,NA,NA,NA,NA,0.843382792821295,NA,NA,NA,NA,NA,NA
1912,NA,NA,NA,NA,NA,NA,NA,NA,0.584343792169038,NA,NA,NA,NA,NA,NA
1913,NA,NA,NA,NA,NA,NA,NA,NA,0.584343792169038,NA,NA,NA,NA,NA,NA
1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234740443701294
1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.247564815644737
1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288381927055104
1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289646875045253
1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289646875045253
1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252895981222307
1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1936,NA,NA,NA,0.20174894801681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,NA,NA,NA,0.223626444188929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,NA,NA,NA,0.211066990620523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,NA,NA,NA,0.211036317949333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,0.476514373775428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1942,0.906950144939573,0.387411577868882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1943,0.838453013037481,0.590431699239512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,0.838453013037481,0.739821996097059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945,0.856830065378028,0.739821996097059,0.330583461766172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256261873460266
1946,0.856830065378028,0.678679682370029,0.37703281063483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.268589593179479
1947,0.503758865292924,0.435933970152015,0.410313512738124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238183224140292
1948,0.40516677606151,NA,0.363656790402996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238183224140292
1949,0.481317272141287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238183224140292
1950,0.598828573812021,0.260402300810474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24325095231349
1951,0.663108000723204,NA,NA,NA,NA,0.21522627076648,NA,NA,0.243111372114295,NA,NA,NA,NA,NA,NA
1952,0.860262404927547,NA,NA,NA,NA,0.252672096058346,NA,NA,0.278207855805646,NA,NA,NA,NA,NA,NA
1953,0.82306705444236,NA,NA,NA,NA,0.252672096058346,NA,NA,0.279602208002341,NA,NA,NA,NA,NA,NA
1954,0.838824123139372,NA,NA,NA,NA,NA,NA,NA,0.233550079625485,NA,NA,NA,NA,NA,NA
1955,0.816026074225557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1956,0.898570466146527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,0.969355010525685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,0.825869843539419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,0.686920799691258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216400750320952,NA,NA,NA
1960,0.552563161012583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,0.456207321471681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962,0.238598861241393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1963,0.333875003033763,NA,NA,NA,NA,NA,NA,0.290281774415456,NA,NA,NA,NA,NA,NA,NA
1964,0.333875003033763,NA,NA,NA,NA,NA,NA,0.468409226897668,NA,NA,NA,0.263707936751697,NA,0.301818334828161,NA
1965,0.20449843935818,NA,NA,NA,NA,NA,NA,0.511929317217785,NA,NA,NA,0.208292375275541,NA,0.431089312232446,NA
1966,NA,NA,NA,NA,NA,NA,NA,0.654297749701753,NA,NA,NA,NA,NA,0.432857893212767,0.259232292548581
1967,NA,NA,NA,NA,NA,NA,NA,0.822459993777435,0.401976772935884,NA,NA,NA,NA,0.412749982865484,0.26592200666743
1968,NA,NA,0.360536079506181,NA,NA,NA,NA,0.698188538933816,0.687991183296824,NA,NA,NA,NA,0.446155130404061,0.293913796842949
1969,NA,NA,0.2701023987876,NA,NA,NA,NA,0.660724575932135,0.723245888039389,NA,NA,NA,NA,0.418096061925492,0.327509875517592
1970,NA,NA,0.31962117189866,NA,NA,NA,NA,0.518068133401333,0.780895922593254,NA,NA,NA,NA,0.358896619528962,0.340320874331681
1971,NA,NA,0.20707850573716,NA,NA,NA,NA,0.420461093774995,0.723245888039389,NA,NA,NA,NA,0.229033908288214,0.284198175832613
1972,NA,NA,0.31962117189866,NA,NA,NA,NA,0.2483210989368,0.723245888039389,NA,NA,NA,NA,NA,0.344491061118077
1973,NA,NA,NA,NA,NA,NA,NA,NA,0.376556914661194,NA,NA,NA,NA,NA,0.286276262917841
1974,NA,NA,NA,NA,NA,NA,0.212582955431273,NA,NA,NA,NA,NA,NA,NA,0.232452032941728
1975,NA,NA,NA,NA,NA,NA,0.203475430694927,NA,NA,NA,NA,NA,NA,NA,0.249596302264233
1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.445654527256012
1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.710899924812234
1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716679280444268
1979,NA,0.268366279579681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.716080243352205
1980,NA,NA,NA,NA,0.227139136313417,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737784465821893
1981,NA,0.444821790754652,0.213940031072464,NA,0.266798350590363,0.262847927182518,NA,NA,NA,NA,NA,NA,NA,NA,0.714706406281903
1982,NA,0.376776337411844,NA,NA,0.265906696701438,0.406536056648926,NA,NA,NA,NA,NA,NA,NA,NA,0.704179401023515
1983,0.667278240976152,0.440344871993811,NA,NA,0.238271125297498,0.406536056648926,NA,NA,NA,NA,NA,NA,0.272893815275198,NA,0.690663606736394
1984,0.651239956347757,0.26088289266965,NA,NA,0.233082033852632,0.43653141363763,NA,NA,NA,NA,NA,NA,NA,NA,0.638055018853614
1985,0.548742589710113,NA,NA,0.231662856269591,NA,0.458817579370896,NA,NA,NA,NA,NA,NA,NA,NA,0.574773460919601
1986,0.576628641276131,0.297686385279293,0.302617465166448,0.235010923429461,NA,0.63238405054879,NA,NA,NA,NA,NA,NA,0.223546975945098,NA,0.382829972179345
1987,0.616008997986523,0.262738103334005,0.372932603595967,NA,NA,0.708382888099742,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,0.564912758752899,0.258997560484818,NA,NA,NA,0.468860077913029,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,0.544880391421236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,0.544880391421236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,0.340307673086325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,NA,NA,0.319333496559047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,0.265577083870031,0.553945861377939,NA,NA,0.200155306584238,NA,NA,NA,NA,NA,NA,NA,NA,0.217503386252718
1995,NA,0.326540246626931,0.553945861377939,NA,NA,0.209840240773797,NA,NA,0.490254255377088,0.223819005382946,0.325600817798683,NA,NA,NA,0.241639484396527
1996,NA,NA,NA,NA,NA,NA,NA,NA,0.495285458467914,0.262360367212138,0.429266479814905,NA,NA,NA,NA
1997,NA,NA,NA,NA,NA,NA,NA,NA,0.62893388844834,0.279499366165613,0.497558874330912,NA,NA,NA,NA
1998,NA,NA,NA,NA,NA,NA,0.286795895842198,NA,0.786613218471667,0.460277491497213,0.497558874330912,NA,NA,NA,NA
1999,NA,NA,0.369091504294159,NA,NA,0.228354530912642,0.35157510841828,0.213617895203856,0.852424065655657,0.58393668052539,0.603508703780177,NA,0.289870584003412,0.279643512065932,NA
2000,NA,NA,0.377708624918639,NA,0.347790857041152,0.235395099935249,0.353096875984412,0.22894106969645,0.923091345710012,0.669111632798535,0.541073250148722,NA,0.295280889138467,0.410477283429247,NA
2001,NA,0.428801570346156,0.555667496274536,NA,0.565624685419806,0.440835267867031,0.482278659881148,0.457882139392899,0.78862130301622,0.625473917616022,0.602848324851434,NA,NA,0.673875622079882,NA
2002,NA,NA,NA,NA,0.768790243315854,0.334776387694282,0.482278659881148,0.473144877372663,0.662524925344744,0.530925534720577,0.637796053828329,NA,NA,0.757166683149828,NA
2003,NA,NA,NA,0.305355416882885,0.787360055956334,NA,0.358450355317069,0.393319407053724,0.591611609814377,0.560017344842252,0.576472863061678,NA,NA,0.85314555847868,NA
2004,NA,NA,NA,NA,0.578395046654937,NA,NA,NA,0.510322224630285,0.201466093817077,0.280692504607155,NA,NA,0.56527955712445,NA
2005,NA,NA,NA,0.309065248699669,0.277779571468284,NA,NA,0.309752530007398,NA,NA,0.397961106369928,NA,NA,0.456915540824761,NA
2006,0.269797361790756,NA,NA,0.493611265816372,NA,NA,NA,0.360268641586267,NA,NA,0.248151721585856,NA,NA,0.469078310906147,NA
