"year","ntrees","gc_m","gc_m_sd","gc_m_se","gc_md","gc_md_sd","gc_md_se","site","site_sorted"
1944,15,-3.53477193926606,21.4079835427133,5.52751758245408,1.57056070825578,26.6155495629652,6.87210534716815,"gc_caH","1_caH"
1945,15,3.00654631548854,23.7952902586593,6.14391752599727,6.59090628965754,26.2406861286914,6.77531602463184,"gc_caH","1_caH"
1946,15,1.3100375591166,24.7245722217338,6.38385709712518,5.48259911470293,26.9642835954063,6.96214808716151,"gc_caH","1_caH"
1947,15,-1.89852211048934,24.5784613892698,6.34613144240292,-0.904644708053585,23.3997272132944,6.04178358685905,"gc_caH","1_caH"
1948,15,-5.22631719728926,25.0436886733346,6.46625261062854,-5.95277152393412,21.5707987881361,5.56955629805616,"gc_caH","1_caH"
1949,15,-3.38593079416262,22.1874267816418,5.72876896136634,-4.06558584051098,19.2085913384807,4.95963695720265,"gc_caH","1_caH"
1950,15,0.0613503933311618,19.7832004741942,5.10800039808244,-0.349863038486474,19.1497492159062,4.94444398648355,"gc_caH","1_caH"
1951,15,1.85338679344939,16.7065122752676,4.31360292102143,1.99800769666545,17.5113179428219,4.52140285084617,"gc_caH","1_caH"
1952,15,1.70597033830291,16.4269424731536,4.24141830850874,2.57148763580065,17.0817919753509,4.41049972292757,"gc_caH","1_caH"
1953,15,2.68732193597951,15.6729232901073,4.04673139259814,3.955124026436,14.9523529985552,3.86068094333458,"gc_caH","1_caH"
1954,15,-0.0250453732790829,15.7520596832934,4.06716432145737,-0.962018046732348,18.2198297320472,4.70433980819691,"gc_caH","1_caH"
1955,15,-7.06718249460652,15.7750350572212,4.07309653749706,-7.48473852389346,20.564977796538,5.30985443474113,"gc_caH","1_caH"
1956,15,-9.84504050225066,18.8841109623321,4.87585648433634,-10.6705698321174,22.5958336755389,5.83421916793567,"gc_caH","1_caH"
1957,15,-8.61964941892267,20.8981299921018,5.39587396175253,-10.0025343004277,25.8681884642304,6.6791375412346,"gc_caH","1_caH"
1958,15,-8.76946221846091,23.9384506138149,6.18088137075426,-10.7706301717437,29.3209041857298,7.57062490713832,"gc_caH","1_caH"
1959,15,-11.2213643176471,24.1071594591844,6.22444180731919,-13.4502578938578,26.7572348179332,6.90868832269444,"gc_caH","1_caH"
1960,15,-17.3349725049356,23.4300176987116,6.04960455656366,-17.6928209385516,24.4429887178377,6.31115254904808,"gc_caH","1_caH"
1961,15,-15.3809985176428,22.2569840954953,5.7467285825771,-17.6095763191333,23.7718019517032,6.13785287121916,"gc_caH","1_caH"
1962,15,-14.8935717496774,21.6238092972952,5.58324355266597,-17.8674484971226,23.4220079052031,6.04753643677268,"gc_caH","1_caH"
1963,15,-10.6534595484088,18.4079839450384,4.75292101709248,-11.4560453169731,20.383332635282,5.2629538557769,"gc_caH","1_caH"
1964,15,-4.38923648675238,17.3075274563142,4.46878437348883,-2.83602032362183,15.6800512122406,4.04857181417915,"gc_caH","1_caH"
1965,15,-1.2058699453556,17.0369279132052,4.39891587189201,1.13858012448401,15.6394456949018,4.03808751468467,"gc_caH","1_caH"
1966,15,1.88360821951356,17.7436006086152,4.58137797726148,4.23307192272197,17.9850362012408,4.64371637922289,"gc_caH","1_caH"
1967,15,1.00932016085529,19.2475118086994,4.96968617940156,4.53661256869703,21.304932609973,5.50090994603312,"gc_caH","1_caH"
1968,15,3.34747402196825,19.1846232293451,4.9534484180345,7.01679381394719,24.6092190853383,6.35407304537899,"gc_caH","1_caH"
1969,15,2.73970084559462,18.804433746892,4.85528391577157,6.01278509860653,24.6636218025279,6.36811976655658,"gc_caH","1_caH"
1970,15,4.62455091585138,19.1938410150326,4.95582844006493,6.48150160811141,23.1214902876988,5.96994312158361,"gc_caH","1_caH"
1971,15,0.0499514106915958,19.0333254298465,4.91438349418276,1.63749230884634,23.2509356506621,6.00336577058365,"gc_caH","1_caH"
1972,15,0.42003226599573,18.1027756434868,4.67411657249023,2.86344273656086,21.0958127867922,5.44691543986372,"gc_caH","1_caH"
1973,15,-5.7855403492334,18.1819975716621,4.69457158638874,-5.18997993934783,18.6578538297171,4.81743714389778,"gc_caH","1_caH"
1974,15,-6.40921909095773,17.2846483328561,4.46287700921357,-8.47802813566818,16.8328397670251,4.34622053913774,"gc_caH","1_caH"
1975,15,-6.35323696058562,16.4173582940744,4.23894368411137,-8.44087459269969,14.9436051913595,3.85842226922893,"gc_caH","1_caH"
1976,15,-6.32051407857593,15.3849952537947,3.97238869329512,-6.72187768462431,16.3290251604644,4.21613616708536,"gc_caH","1_caH"
1977,15,-1.34541772902761,15.5490190980935,4.01473946778516,-1.52582454162762,17.5468736515256,4.53058329535762,"gc_caH","1_caH"
1978,15,-0.886942569752044,16.8190453566919,4.342658837705,-1.72772277158452,17.2953534890691,4.46564106866233,"gc_caH","1_caH"
1979,15,0.0908772690445997,17.3079269898974,4.46888753261642,-0.391926663767497,18.2970638592645,4.724281574095,"gc_caH","1_caH"
1980,15,2.78255168318861,18.7075569418579,4.83027043226951,0.636991572709999,18.6475239262876,4.81476997430109,"gc_caH","1_caH"
1981,15,9.92355281908904,20.0311126537419,5.17201104759646,7.58753045924946,19.4643262140034,5.02566741813224,"gc_caH","1_caH"
1982,15,10.38442338258,19.197829732779,4.95685832255856,7.73367165283854,19.7789905305707,5.10691339531296,"gc_caH","1_caH"
1983,15,13.4520371806448,16.5419147789676,4.27110403022158,12.7371408820347,18.0796335227873,4.66814130261923,"gc_caH","1_caH"
1984,15,8.92254403778634,15.4483160725649,3.98873805839948,10.9976140540665,17.078159375036,4.40956178955936,"gc_caH","1_caH"
1985,15,4.30099989516115,13.5385947201577,3.49565012548149,9.61771754384889,16.5899375623855,4.28350345958266,"gc_caH","1_caH"
1986,15,6.60751465248083,13.6165673536918,3.51578257289067,12.1507805680448,15.5227026802539,4.00794459791684,"gc_caH","1_caH"
1987,15,3.92850788063547,15.8450658717956,4.09117841606825,8.84568057512996,18.4042041672746,4.75194508267038,"gc_caH","1_caH"
1988,15,-0.632396764515015,13.6798018908062,3.53210966016727,1.66939755384764,17.475144712776,4.51206296300974,"gc_caH","1_caH"
1989,15,-3.56514019396718,11.7648621766013,3.03767435202683,-4.17285811678265,15.1711630847152,3.91717746464659,"gc_caH","1_caH"
1990,15,-4.88169649251478,12.4373878164297,3.21131972555701,-4.29148214421605,15.9212234855089,4.11084222737483,"gc_caH","1_caH"
1991,15,-10.9840761832641,12.6053589728199,3.25468969164653,-10.5229709263889,15.1741779490642,3.91795589927423,"gc_caH","1_caH"
1992,15,-10.1658652629891,13.1899390071709,3.40562760748429,-9.22444854850372,14.8788570043127,3.84170435922031,"gc_caH","1_caH"
1993,15,-7.42892009808707,13.2541730017445,3.42221275356722,-5.33259507156641,17.2404360963642,4.45146145883813,"gc_caH","1_caH"
1994,15,2.84592570310092,14.6232064447481,3.7756956685775,4.61155120405048,17.4063746911945,4.49430661978951,"gc_caH","1_caH"
1995,15,14.485613966117,15.3977704691111,3.97568723970611,11.0166242589268,16.7612771818155,4.32774315908918,"gc_caH","1_caH"
1996,15,9.99028428970041,14.0565847619782,3.62939457917963,5.56124159570424,14.073558456973,3.63377716838219,"gc_caH","1_caH"
1997,15,7.67307932982433,15.1420256316316,3.90965420661033,3.0759577937403,17.3456267046077,4.47862155709843,"gc_caH","1_caH"
1998,15,11.0181186223515,15.7714804622608,4.07217874502477,8.70248163997488,17.9777262407068,4.6418289555289,"gc_caH","1_caH"
1999,15,19.2015853717343,15.892554725409,4.1034399853466,19.3870470791726,16.1517074284389,4.17035292554389,"gc_caH","1_caH"
2000,15,21.4596278528676,17.4162872742434,4.49686603772725,20.3033545566762,18.4767601053699,4.77067894533115,"gc_caH","1_caH"
2001,15,26.6928892769461,17.4883808865617,4.51548052838571,27.6171588025237,17.6506292763116,4.55737288248238,"gc_caH","1_caH"
2002,15,23.1424480231248,18.1937464510738,4.69760513400861,21.4888036489087,21.3812781552078,5.52062228104988,"gc_caH","1_caH"
2003,15,19.6848732087289,19.5190109637171,5.03978695979443,14.4546461810393,27.7619841940604,7.16811349608464,"gc_caH","1_caH"
2004,15,9.0867685314097,20.3053641921222,5.24282249031772,0.562321581526433,28.825254631696,7.44264874258312,"gc_caH","1_caH"
2005,15,2.74591433234708,19.7931661920308,5.1105735353634,-1.43494877464765,24.8651490104666,6.42015386790019,"gc_caH","1_caH"
2006,15,5.35043606874762,18.9915398288937,4.90359449840934,0.821172817905805,22.8103421124763,5.88960500819429,"gc_caH","1_caH"
1931,1,-958.115183246073,NA,NA,-902.898550724638,NA,NA,"gc_sj","0_sj"
1932,1,-758.739255014326,NA,NA,-995.081967213114,NA,NA,"gc_sj","0_sj"
1933,1,-674.050632911393,NA,NA,-939.285714285714,NA,NA,"gc_sj","0_sj"
1934,1,-561.661341853035,NA,NA,-532.142857142857,NA,NA,"gc_sj","0_sj"
1935,1,-458.922558922559,NA,NA,-207.142857142857,NA,NA,"gc_sj","0_sj"
1936,2,-217.31915632366,109.979922336702,77.7675488786518,-164.176161262051,40.2511704102246,28.4618755477651,"gc_sj","0_sj"
1937,4,-40.1649917448578,50.400083118739,25.2000415593695,-94.0901814713616,79.585196776446,39.792598388223,"gc_sj","0_sj"
1938,4,30.2989857971291,67.9878808954071,33.9939404477035,-76.7512227036767,88.9690061204156,44.4845030602078,"gc_sj","0_sj"
1939,5,92.8043998533228,83.302142991065,37.2538508798858,-35.2969905560033,95.1617726421178,42.557638497431,"gc_sj","0_sj"
1940,6,136.153537323007,126.009230269319,51.4430528401169,8.27818514168043,78.4279129496347,32.018061386337,"gc_sj","0_sj"
1941,6,176.897280519515,173.896020589469,70.9927531241193,99.9274902755904,120.871954382813,49.3457687418096,"gc_sj","0_sj"
1942,7,222.68292672611,205.979805384544,77.8530485927122,232.883330533461,238.103183209404,89.9945441635618,"gc_sj","0_sj"
1943,7,267.190744356176,249.658349037421,94.3619863262826,304.317458549088,304.432949165132,115.064839197844,"gc_sj","0_sj"
1944,7,300.081640254731,272.6208371363,103.040991039556,346.95704525542,337.525974190712,127.572826961919,"gc_sj","0_sj"
1945,7,346.332083817964,299.912682275354,113.356338904988,367.371160714826,337.829993382895,127.687735415677,"gc_sj","0_sj"
1946,8,361.083059784672,292.414141636182,103.384011232894,370.135967920516,332.551873310943,117.574842357229,"gc_sj","0_sj"
1947,8,193.943187420257,153.563394587251,54.2928588273354,356.211965569271,340.581328946047,120.413683621638,"gc_sj","0_sj"
1948,8,85.3492674824049,89.8446036468388,31.7648642458487,314.909185208854,317.233161451473,112.158859839792,"gc_sj","0_sj"
1949,8,42.7729615485359,81.1933444109306,28.7061822100919,271.16370604307,301.44978925123,106.5785950834,"gc_sj","0_sj"
1950,8,24.1205073952407,72.1855359728083,25.5214409949791,204.358373332646,251.061684435532,88.7637097802409,"gc_sj","0_sj"
1951,8,13.5475524344461,67.0059821808421,23.6901921900692,70.0351858556684,83.6613616796484,29.5787580834899,"gc_sj","0_sj"
1952,8,-6.63056237900255,64.7837662094994,22.9045201987705,8.87448756323466,46.9630495679966,16.6039454073652,"gc_sj","0_sj"
1953,8,-15.1854738649875,65.3877593184858,23.1180640103476,-6.23882420305347,40.0515783699115,14.1603713312944,"gc_sj","0_sj"
1954,8,-23.6302458405695,69.5676475117735,24.5958776533852,-11.694604187923,41.5441378741453,14.6880708046785,"gc_sj","0_sj"
1955,8,-29.4815221884764,67.722690231394,23.9435867514073,-12.5082762535578,41.0044898876072,14.4972764293111,"gc_sj","0_sj"
1956,9,-29.9436269522329,65.6953427466553,21.8984475822184,-12.5088401758749,39.7884069828913,13.2628023276304,"gc_sj","0_sj"
1957,14,-20.2199575949518,49.427705365415,13.2101099208422,-9.56359393898391,33.4928377022798,8.95133739948256,"gc_sj","0_sj"
1958,18,-13.702600882884,38.0841061811988,8.97650991205141,-5.56227265056778,28.5960902254778,6.74016310461923,"gc_sj","0_sj"
1959,20,-9.44052223253023,30.3833922633777,6.79393304879537,-7.04024606517278,26.7895856579178,5.99033346201577,"gc_sj","0_sj"
1960,20,-10.4938199312993,30.5255754115545,6.82572616725321,-8.85694623929023,36.4699336253576,8.15492507212049,"gc_sj","0_sj"
1961,20,-13.2861863693365,30.1357539828876,6.73855944589467,-12.723328325196,36.8634285577495,8.2429132138835,"gc_sj","0_sj"
1962,20,-17.8232163661034,31.9386982574012,7.14171004164031,-21.4031472895907,38.6877588870206,8.65084587684996,"gc_sj","0_sj"
1963,20,-25.9137131551249,38.8243783579719,8.68139491925968,-34.3457343607397,50.7714148786934,11.3528334982603,"gc_sj","0_sj"
1964,20,-37.4634412012352,48.6171815122856,10.8711322735917,-45.4670206360337,54.4948961255511,12.1854292163522,"gc_sj","0_sj"
1965,20,-44.3476121056991,50.2714385638555,11.2410353955485,-51.2430346070671,58.0644190105079,12.9835987981527,"gc_sj","0_sj"
1966,20,-61.1825130466949,47.2110232672871,10.5567057312978,-64.874335562225,50.1808583911892,11.220781053199,"gc_sj","0_sj"
1967,20,-59.5985161833473,45.1903933057198,10.1048791361541,-68.7990477344766,50.6539582441379,11.3265693963328,"gc_sj","0_sj"
1968,20,-44.323597052465,34.6300617700387,7.74351721828232,-51.2772050834958,40.8281896225937,9.12946073943709,"gc_sj","0_sj"
1969,20,-47.9200211943681,32.1142356397614,7.1809613935953,-50.5514838093591,37.9130856410729,8.47762367302103,"gc_sj","0_sj"
1970,20,-56.7863709270942,32.6612297526723,7.30327299557139,-58.3880440059438,36.8028713342263,8.22937220705083,"gc_sj","0_sj"
1971,20,-65.8787210805336,33.1437304873539,7.41116343976555,-66.2071060211181,34.836866645777,7.78976019430524,"gc_sj","0_sj"
1972,20,-60.4614699548478,31.9039232281878,7.13393410871624,-61.9211649803595,33.4084014629134,7.47034566906777,"gc_sj","0_sj"
1973,20,-64.1753673428969,35.2376597761288,7.8793802627434,-75.4129542064443,42.9123169213499,9.59548577081529,"gc_sj","0_sj"
1974,20,-66.6612511120471,38.8853470929948,8.69502794286102,-87.5591541861669,53.4771678616031,11.9578582582712,"gc_sj","0_sj"
1975,20,-60.7820719751489,38.3684872400979,8.57945456626923,-82.924681254647,52.3962559967773,11.7161590175275,"gc_sj","0_sj"
1976,20,-42.1591415123794,31.9930366411912,7.15386047363451,-58.9777664506082,41.1728354250757,9.20652588368806,"gc_sj","0_sj"
1977,20,-35.0115184134505,31.2637164123731,6.99077951273421,-47.271990868689,37.7851245918438,8.44901071256618,"gc_sj","0_sj"
1978,20,-51.4545484003554,33.3848642646192,7.4650825915292,-60.2555254660104,39.2368559736163,8.77362771803747,"gc_sj","0_sj"
1979,20,-57.9332993223627,34.2087150279603,7.64930122254378,-65.6011320621216,39.0713629030914,8.73662234248758,"gc_sj","0_sj"
1980,20,-57.6249089988749,34.4950803650947,7.71333445856699,-64.9170870363001,39.6021033733669,8.8552995194822,"gc_sj","0_sj"
1981,20,-48.7271515027716,30.7944844451054,6.88585605513156,-56.7274408514048,37.8884515278636,8.47211531785089,"gc_sj","0_sj"
1982,20,-48.5511557365683,29.8642566830924,6.6778508040897,-53.4044541325904,38.2798531340611,8.5596353776469,"gc_sj","0_sj"
1983,20,-42.7226032042706,27.9501381932285,6.24984089805721,-35.4439347558861,26.5706601551721,5.941380231401,"gc_sj","0_sj"
1984,20,-41.679350668672,28.2803223138855,6.32367231194521,-30.9416896755285,21.5984597559556,4.82956242236101,"gc_sj","0_sj"
1985,20,-53.2143249875785,36.2038360204614,8.09542383880071,-44.2145694660734,30.0429895563594,6.71781668953359,"gc_sj","0_sj"
1986,20,-64.0780348830642,45.650510433929,10.2077644537829,-67.9471668041322,53.0093151349638,11.8532432082487,"gc_sj","0_sj"
1987,20,-70.5349142671598,55.2001314121975,12.3431246204595,-73.9096218967038,56.7516745421404,12.690060211317,"gc_sj","0_sj"
1988,20,-56.7351800562668,53.8763635624813,12.0471211306201,-69.9579672215686,50.1313286727776,11.2097058714715,"gc_sj","0_sj"
1989,20,-43.3621411947353,47.814703203082,10.6916926686068,-61.6323391016401,47.515292998498,10.6247425115461,"gc_sj","0_sj"
1990,20,-32.005847962642,43.6146620074935,9.7525349064433,-53.6052772401515,39.0983723690993,8.74266184269056,"gc_sj","0_sj"
1991,20,-16.9097985729459,38.8178100935723,8.67992621069052,-33.8840707548516,44.3406333604036,9.91486703592574,"gc_sj","0_sj"
1992,20,-1.19358957142717,38.0599230028661,8.51045750528166,-5.0496772847332,48.2758905060354,10.7948172845832,"gc_sj","0_sj"
1993,20,18.1940477174436,39.9303363834355,8.92869465177948,19.0557434173056,45.9920630507289,10.2841379406886,"gc_sj","0_sj"
1994,20,38.0673808633607,44.4533324255369,9.9400673129896,46.0566545006912,50.4469623047201,11.2802836971724,"gc_sj","0_sj"
1995,20,54.8038402918967,49.6329327987792,11.0982611660749,64.9778421786335,59.5667173211099,13.3195229126516,"gc_sj","0_sj"
1996,20,61.7546268387076,53.4166590813932,11.9443280836927,79.0485512737826,72.1932033714952,16.142891025213,"gc_sj","0_sj"
1997,20,52.2516640707184,56.820402880624,12.705428335,65.1711630259223,67.7137043028726,15.1412445829543,"gc_sj","0_sj"
1998,20,43.191562990213,53.798422309769,12.0296929366885,57.0265219737214,62.121047192699,13.8906884356347,"gc_sj","0_sj"
1999,20,46.078857801545,56.0137574890374,12.5250569420676,65.8809986084444,65.5671097998094,14.6612514600567,"gc_sj","0_sj"
2000,20,51.8471789564629,66.501516556543,14.8701911627258,82.9006794424713,81.757368575084,18.2815033795393,"gc_sj","0_sj"
2001,20,39.9871582408165,55.1791760633258,12.3384388620026,64.3770122100022,83.2041219095685,18.6050072597975,"gc_sj","0_sj"
2002,20,20.4913779139767,39.1954251485981,8.76436350392701,17.0534448964342,52.6235296462881,11.7669789505076,"gc_sj","0_sj"
2003,20,1.96654872095881,31.0765346486104,6.94892439794205,-3.35277826867475,41.6086347022403,9.30397356451661,"gc_sj","0_sj"
2004,20,-10.7208016929369,32.2009284577403,7.20034649701147,-16.7928227585588,45.2514613792148,10.1185343725131,"gc_sj","0_sj"
2005,20,-9.7961316467716,32.4460757050539,7.25516308796049,-8.69078303314131,44.2791437835827,9.90111754855782,"gc_sj","0_sj"
2006,20,-5.61194029653976,31.0818135803726,6.95010480296891,-3.96270457961048,44.2717842223649,9.89947190064106,"gc_sj","0_sj"
